,Revenue,Company Name,parsed_sector,states,parsed_type_of_ownership,Industry,parsed_job_title,parsed_founded,Rating,description_length,Size,per_hour_salary_jobs,fixed_salary_jobs,average_salary
3793,$10+ billion (USD),Argonne National Laboratory,Information Technology,IL,Company - Public,Internet,data scientist - life sciences,2004.0,4.4,1014,10000+ Employees,1,0,56160.0
3794,$10+ billion (USD),Delta,Travel & Tourism,GA,Company - Public,Airlines,specialist,1928.0,4.4,1423,10000+ Employees,1,0,56160.0
3795,$10+ billion (USD),FAAZ Consulting,Travel & Tourism,DC,Company - Public,Airlines,sas data scientist,1928.0,4.4,2117,10000+ Employees,1,0,56160.0
3796,$10+ billion (USD),Dell Technologies,Information Technology,TX,Company - Public,IT Services,sw engineering technologist - ml/ai,1984.0,4.2,279,10000+ Employees,1,0,56160.0
3797,,Salesforce,Information Technology,WA,Company - Public,IT Services,data science engineer,1984.0,4.2,991,10000+ Employees,1,0,56160.0
3798,$10+ billion (USD),PRA Health Sciences,Information Technology,PA,Company - Public,Computer Hardware & Software,data scientist 1,1999.0,4.4,1101,10000+ Employees,1,0,56160.0
3799,$10+ billion (USD),Bayer,Biotech & Pharmaceuticals,MO,Company - Private,Biotech & Pharmaceuticals,precision genomics data science co-op,1863.0,4.1,597,10000+ Employees,1,0,56160.0
3800,$10+ billion (USD),Amazon.com Services LLC,Biotech & Pharmaceuticals,WA,Company - Private,Biotech & Pharmaceuticals,data engineer,1863.0,4.1,388,10000+ Employees,1,0,56160.0
3801,Unknown / Non-Applicable,Atlassian,Information Technology,NY,Company - Public,Computer Hardware & Software,"data scientist, product analytics (remote - u.s.)",2002.0,4.6,4804,5001 to 10000 Employees,1,0,56160.0
3802,,Dataspace,Information Technology,NY,Company - Public,Computer Hardware & Software,110: head of data science,2002.0,4.6,1014,5001 to 10000 Employees,1,0,56160.0
3803,$10+ billion (USD),Citi,Business Services,TX,Company - Public,Consulting,"entry-level data positions (data engineer, machine learning & visualization)",1989.0,4.1,1092,10000+ Employees,1,0,56160.0
3804,,Capgemini,Business Services,NV,Company - Public,Consulting,data governance tool/analyst,1989.0,4.1,1092,10000+ Employees,1,0,56160.0
3805,$10+ billion (USD),PayPal,Finance,CA,Company - Public,Investment Banking & Asset Management,data scientist 1,1812.0,3.9,982,10000+ Employees,1,0,56160.0
3806,$10+ billion (USD),Capgemini,Information Technology,GA,Company - Public,Enterprise Software & Network Solutions,big data dev,1967.0,3.8,246,10000+ Employees,1,0,56160.0
3807,$10+ billion (USD),Capgemini,Information Technology,NY,Company - Public,Enterprise Software & Network Solutions,entry level data engineer - september start date,1967.0,3.8,289,10000+ Employees,1,0,56160.0
3808,$10+ billion (USD),Microsoft,Information Technology,WA,Company - Public,Computer Hardware & Software,data & applied scientist,1975.0,4.4,3,10000+ Employees,1,0,56160.0
3809,$10+ billion (USD),Salt Lake Community College,Information Technology,UT,Company - Public,Computer Hardware & Software,data engineer 1,1975.0,4.4,2046,10000+ Employees,1,0,56160.0
3810,$10+ billion (USD),Thermo Fisher Scientific,Information Technology,NC,Company - Public,Computer Hardware & Software,qc scientist 1 - data auditor,1975.0,4.4,2046,10000+ Employees,1,0,56160.0
3811,$10+ billion (USD),LOCKHEED MARTIN CORPORATION,Biotech & Pharmaceuticals,TX,Company - Public,Biotech & Pharmaceuticals,data scientist associate - level 1,1902.0,3.8,718,10000+ Employees,1,0,56160.0
3812,$10+ billion (USD),FedEx Services,Biotech & Pharmaceuticals,VA,Company - Public,Biotech & Pharmaceuticals,data analyst,1902.0,3.8,718,10000+ Employees,1,0,56160.0
3813,$10+ billion (USD),Toyota,Manufacturing,TX,Company - Public,Transportation Equipment Manufacturing,junior data scientist,1957.0,3.9,3,10000+ Employees,1,0,56160.0
3814,$10+ billion (USD),Accenture,Manufacturing,VA,Company - Public,Transportation Equipment Manufacturing,federal - data visualization specialist,1957.0,3.9,853,10000+ Employees,1,0,56160.0
3815,Unknown / Non-Applicable,Argonne National Laboratory,Government,IL,Nonprofit Organization,Federal Agencies,data scientist - life sciences,1946.0,4.5,882,1001 to 5000 Employees,1,0,56160.0
3816,$1 to $5 million (USD),Delta,Transportation & Logistics,GA,Company - Public,Logistics & Supply Chain,specialist,2000.0,4.1,611,10000+ Employees,1,0,56160.0
3817,$10+ billion (USD),FAAZ Consulting,Travel & Tourism,DC,Company - Public,Airlines,sas data scientist,1928.0,4.4,2117,10000+ Employees,1,0,56160.0
3818,$10+ billion (USD),Dell Technologies,Information Technology,TX,Company - Public,IT Services,sw engineering technologist - ml/ai,1984.0,4.2,279,10000+ Employees,1,0,56160.0
3819,$10+ billion (USD),Facebook,Information Technology,WA,Company - Public,Internet,"data scientist, analytics (university grad)",,4.2,991,10000+ Employees,1,0,56160.0
3820,$10+ billion (USD),Salesforce,Information Technology,WA,Company - Public,Internet,data science engineer,2004.0,4.4,1014,10000+ Employees,1,0,56160.0
3821,$2 to $5 billion (USD),PRA Health Sciences,Biotech & Pharmaceuticals,PA,Company - Public,Biotech & Pharmaceuticals,data scientist 1,1976.0,4.1,3,10000+ Employees,1,0,56160.0
3822,$2 to $5 billion (USD),FinTek Solutions LLC,Biotech & Pharmaceuticals,FL,Company - Public,Biotech & Pharmaceuticals,data science,1976.0,4.1,1313,10000+ Employees,1,0,56160.0
3823,$5 to $10 million (USD),Dataspace,Information Technology,NY,Company - Public,IT Services,110: head of data science,2018.0,3.8,3072,501 to 1000 Employees,1,0,56160.0
3824,$10+ billion (USD),Bayer,Biotech & Pharmaceuticals,MO,Company - Private,Biotech & Pharmaceuticals,precision genomics data science co-op,1863.0,4.1,670,10000+ Employees,1,0,56160.0
3825,$10+ billion (USD),Accenture,Business Services,GA,Company - Public,Consulting,data science specialist,1989.0,4.1,924,10000+ Employees,1,0,56160.0
3826,$10+ billion (USD),Citi,Finance,TX,Company - Public,,"entry-level data positions (data engineer, machine learning & visualization)",1989.0,4.1,1092,10000+ Employees,1,0,56160.0
3827,$10+ billion (USD),Capgemini,Finance,NV,Company - Public,Investment Banking & Asset Management,data governance tool/analyst,1812.0,3.9,982,10000+ Employees,1,0,56160.0
3828,$10+ billion (USD),PayPal,Information Technology,CA,Company - Public,Internet,data scientist 1,1998.0,4.1,632,10000+ Employees,1,0,56160.0
3829,$10+ billion (USD),Capgemini,Information Technology,GA,Company - Public,Enterprise Software & Network Solutions,big data dev,,,246,1 to 50 Employees,1,0,56160.0
3830,$10+ billion (USD),Capgemini,,NY,Company - Public,Enterprise Software & Network Solutions,entry level data engineer - september start date,1967.0,3.8,289,10000+ Employees,1,0,56160.0
3831,$10+ billion (USD),Microsoft,Information Technology,WA,Company - Public,Computer Hardware & Software,data & applied scientist,1967.0,3.8,441,10000+ Employees,1,0,56160.0
3832,$10+ billion (USD),Salt Lake Community College,Information Technology,UT,Company - Public,Computer Hardware & Software,data engineer 1,1975.0,4.4,2046,10000+ Employees,1,0,56160.0
3833,$50 to $100 million (USD),Thermo Fisher Scientific,Education,NC,College / University,Colleges & Universities,qc scientist 1 - data auditor,1948.0,4.2,1751,1001 to 5000 Employees,1,0,56160.0
3834,$10+ billion (USD),LOCKHEED MARTIN CORPORATION,Aerospace & Defense,TX,Company - Public,Aerospace & Defense,data scientist associate - level 1,1995.0,4.1,718,10000+ Employees,1,0,56160.0
3835,$10+ billion (USD),FedEx Services,Aerospace & Defense,VA,Company - Public,Aerospace & Defense,data analyst,1995.0,4.1,2476,10000+ Employees,1,0,56160.0
3836,$10+ billion (USD),Toyota,Manufacturing,TX,Company - Public,,junior data scientist,2000.0,4.1,611,10000+ Employees,1,0,56160.0
3837,$10+ billion (USD),Accenture,Business Services,VA,,Consulting,federal - data visualization specialist,1957.0,3.9,853,10000+ Employees,1,0,56160.0
3838,$10+ billion (USD),Argonne National Laboratory,Business Services,IL,Company - Public,Consulting,data scientist - life sciences,1989.0,4.1,882,10000+ Employees,1,0,56160.0
3839,$10+ billion (USD),Delta,Business Services,GA,Company - Public,Consulting,specialist,1989.0,4.1,882,10000+ Employees,1,0,56160.0
3840,$10+ billion (USD),Dell Technologies,Information Technology,TX,Company - Public,IT Services,sw engineering technologist - ml/ai,,2.4,279,201 to 500 Employees,1,0,56160.0
3841,,Facebook,Information Technology,WA,Company - Public,IT Services,"data scientist, analytics (university grad)",1984.0,4.2,991,10000+ Employees,1,0,56160.0
3842,$10+ billion (USD),Salesforce,Information Technology,WA,Company - Public,Internet,data science engineer,2004.0,4.4,1014,10000+ Employees,1,0,56160.0
3843,$10+ billion (USD),PRA Health Sciences,Information Technology,PA,Company - Public,Computer Hardware & Software,data scientist 1,1999.0,4.4,1101,10000+ Employees,1,0,56160.0
3844,$2 to $5 billion (USD),FinTek Solutions LLC,Biotech & Pharmaceuticals,FL,Company - Public,Biotech & Pharmaceuticals,data science,1976.0,4.1,1313,10000+ Employees,1,0,56160.0
3845,$2 to $5 billion (USD),Pinnacle Group,Biotech & Pharmaceuticals,TN,Company - Public,Biotech & Pharmaceuticals,data engineer (remote 667-1),1976.0,4.1,1313,10000+ Employees,1,0,56160.0
3846,Unknown / Non-Applicable,Peapod Digital Labs,Information Technology,IL,Company - Public,IT Services,data science co-op,2018.0,3.8,3,501 to 1000 Employees,1,0,56160.0
3847,Unknown / Non-Applicable,Dataspace,Information Technology,NY,Company - Public,IT Services,110: head of data science,2018.0,3.8,3072,501 to 1000 Employees,1,0,56160.0
3848,,people*strata,Information Technology,OH,Company - Public,IT Services,"associate, data science",2018.0,3.8,3072,501 to 1000 Employees,1,0,56160.0
3849,$10+ billion (USD),Envision,Biotech & Pharmaceuticals,MO,Company - Private,Biotech & Pharmaceuticals,data scientist,1863.0,,670,10000+ Employees,1,0,56160.0
3850,$10+ billion (USD),Accenture,Business Services,GA,Company - Private,Consulting,data science specialist,1863.0,4.1,388,10000+ Employees,1,0,56160.0
3851,$10+ billion (USD),Citi,Information Technology,TX,Company - Public,Enterprise Software & Network Solutions,"entry-level data positions (data engineer, machine learning & visualization)",1967.0,3.8,632,10000+ Employees,1,0,56160.0
3852,$10+ billion (USD),Capgemini,Information Technology,NY,Company - Public,Enterprise Software & Network Solutions,entry level data engineer - september start date,1812.0,3.9,982,10000+ Employees,1,0,56160.0
3853,$10+ billion (USD),Capgemini,Information Technology,GA,Company - Public,Enterprise Software & Network Solutions,big data dev,1967.0,3.8,441,10000+ Employees,1,0,56160.0
3854,$10+ billion (USD),PayPal,Information Technology,CA,Company - Public,Internet,data scientist 1,1967.0,3.8,289,10000+ Employees,1,0,56160.0
3855,$10+ billion (USD),Microsoft,Information Technology,WA,Company - Public,Internet,data & applied scientist,1998.0,4.1,1538,10000+ Employees,1,0,56160.0
3856,$10+ billion (USD),RMDS Lab,Information Technology,CA,Company - Public,Computer Hardware & Software,data scientist for grmds.org,1975.0,4.4,2046,10000+ Employees,1,0,56160.0
3857,$10+ billion (USD),LOCKHEED MARTIN CORPORATION,Aerospace & Defense,TX,Company - Public,Aerospace & Defense,data scientist associate - level 1,1995.0,4.1,246,10000+ Employees,1,0,56160.0
3858,$10+ billion (USD),Thermo Fisher Scientific,,NC,Company - Public,Aerospace & Defense,qc scientist 1 - data auditor,1995.0,4.1,2476,10000+ Employees,1,0,56160.0
3859,$50 to $100 million (USD),Salt Lake Community College,Biotech & Pharmaceuticals,UT,Company - Public,Biotech & Pharmaceuticals,data engineer 1,1902.0,3.8,718,10000+ Employees,1,0,56160.0
3860,$10+ billion (USD),Accenture,Education,VA,College / University,Colleges & Universities,federal - data visualization specialist,1948.0,4.2,1751,1001 to 5000 Employees,1,0,56160.0
3861,$10+ billion (USD),FedEx Services,Business Services,VA,Company - Public,Consulting,data analyst,1989.0,4.1,882,10000+ Employees,1,0,56160.0
3862,$10+ billion (USD),Toyota,Transportation & Logistics,TX,Company - Public,Logistics & Supply Chain,junior data scientist,2000.0,4.1,611,10000+ Employees,1,0,56160.0
3863,$10+ billion (USD),Facebook,Manufacturing,WA,Company - Public,Transportation Equipment Manufacturing,"data scientist, analytics (university grad)",1957.0,3.9,853,10000+ Employees,1,0,56160.0
3864,Unknown / Non-Applicable,Argonne National Laboratory,Government,IL,Nonprofit Organization,Federal Agencies,data scientist - life sciences,1946.0,4.5,1423,1001 to 5000 Employees,1,0,56160.0
3865,$10+ billion (USD),Bayer,Biotech & Pharmaceuticals,MO,Company - Private,Biotech & Pharmaceuticals,precision genomics data science co-op,1863.0,4.1,1423,10000+ Employees,1,0,56160.0
3866,$10+ billion (USD),Delta,Biotech & Pharmaceuticals,GA,Company - Private,Biotech & Pharmaceuticals,specialist,1863.0,4.1,388,10000+ Employees,1,0,56160.0
3867,$10+ billion (USD),Salesforce,Information Technology,WA,Company - Public,Computer Hardware & Software,data science engineer,1999.0,4.4,2117,10000+ Employees,1,0,56160.0
3868,$10+ billion (USD),Dell Technologies,Information Technology,TX,Company - Public,IT Services,sw engineering technologist - ml/ai,1984.0,4.2,991,10000+ Employees,1,0,56160.0
3869,$2 to $5 billion (USD),PRA Health Sciences,Biotech & Pharmaceuticals,PA,Company - Public,Biotech & Pharmaceuticals,data scientist 1,1976.0,4.2,991,,1,0,56160.0
3870,$10+ billion (USD),Amazon.com Services LLC,Information Technology,WA,Company - Public,Internet,data engineer,1994.0,3.8,3,10000+ Employees,1,0,56160.0
3871,$10+ billion (USD),FinTek Solutions LLC,Information Technology,FL,Company - Public,Internet,data science,1994.0,3.8,4804,10000+ Employees,1,0,56160.0
3872,$5 to $10 million (USD),Dataspace,Information Technology,NY,Company - Private,IT Services,110: head of data science,1994.0,4.0,824,1 to 50 Employees,1,0,56160.0
3873,Unknown / Non-Applicable,Peapod Digital Labs,Information Technology,IL,Company - Public,IT Services,data science co-op,2018.0,3.8,3,501 to 1000 Employees,1,0,56160.0
3874,$10+ billion (USD),Bayer,Biotech & Pharmaceuticals,MO,Company - Private,Biotech & Pharmaceuticals,precision genomics data science co-op,1863.0,4.1,388,10000+ Employees,0,1,87000.0
3875,$10+ billion (USD),Capgemini,Biotech & Pharmaceuticals,NV,Company - Private,Biotech & Pharmaceuticals,data governance tool/analyst,1863.0,4.1,388,10000+ Employees,0,1,87000.0
3876,$10+ billion (USD),Accenture,Business Services,GA,Company - Public,,data science specialist,1967.0,3.8,632,10000+ Employees,0,1,87000.0
3877,$10+ billion (USD),Citi,Business Services,TX,Company - Public,Consulting,"entry-level data positions (data engineer, machine learning & visualization)",1989.0,4.1,1092,10000+ Employees,0,1,87000.0
3878,$10+ billion (USD),PayPal,Information Technology,CA,Company - Public,Internet,data scientist 1,1998.0,4.1,773,10000+ Employees,0,1,87000.0
3879,$10+ billion (USD),LOCKHEED MARTIN CORPORATION,Information Technology,TX,Company - Public,Internet,data scientist associate - level 1,1998.0,4.1,1538,10000+ Employees,0,1,87000.0
3880,Unknown / Non-Applicable,Argonne National Laboratory,Government,IL,Nonprofit Organization,Federal Agencies,data scientist - life sciences,,4.1,1538,10000+ Employees,0,1,87000.0
3881,Unknown / Non-Applicable,Peapod Digital Labs,Information Technology,IL,Company - Public,IT Services,data science co-op,2018.0,3.8,1423,501 to 1000 Employees,0,1,87000.0
3882,$10+ billion (USD),Toyota,,TX,Company - Public,IT Services,junior data scientist,2018.0,3.8,3072,501 to 1000 Employees,0,1,87000.0
3883,$10+ billion (USD),Capgemini,Information Technology,NY,Company - Public,Enterprise Software & Network Solutions,entry level data engineer - september start date,1957.0,3.9,853,10000+ Employees,0,1,87000.0
3884,$10+ billion (USD),Facebook,Information Technology,CA,Company - Public,Enterprise Software & Network Solutions,"research scientist, optimization research (core data science - phd)",1967.0,3.8,441,10000+ Employees,0,1,87000.0
3885,$10+ billion (USD),Thermo Fisher Scientific,Biotech & Pharmaceuticals,NC,Company - Public,Biotech & Pharmaceuticals,qc scientist 1 - data auditor,1902.0,3.8,718,10000+ Employees,0,1,87000.0
